Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response,Consumer disputed
1336266,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,NY,10031,Web,04/18/2015,04/19/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1336252,Consumer loan,Vehicle lease,Problems when you are unable to pay,,MI,49337,Web,04/18/2015,04/18/2015,Mercedes-Benz Financial Services,In progress,Yes,
1336157,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,GA,30213,Web,04/18/2015,04/18/2015,"PDQ Services, Inc.",Closed with explanation,Yes,
1334756,Consumer loan,Vehicle loan,Managing the loan or lease,,PA,19151,Web,04/17/2015,04/17/2015,Navy FCU,In progress,Yes,
1334533,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,FL,32206,Web,04/17/2015,04/17/2015,"Dynamic Recovery Solutions, LLC",Closed,Yes,
1335180,Debt collection,Auto,Disclosure verification of debt,Right to dispute notice not received,MN,55350,Web,04/17/2015,04/17/2015,Nissan Motor Acceptance Corporation,In progress,Yes,
1335490,Credit card,,Other,,FL,32583,Phone,04/17/2015,04/20/2015,Navy FCU,In progress,Yes,
1335127,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TX,78264,Web,04/17/2015,04/17/2015,Arbor Residential Mortgage LLC,In progress,Yes,
1334792,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,FL,33172,Web,04/17/2015,04/17/2015,"PDQ Services, Inc.",In progress,Yes,
1335420,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Threatened to take legal action,FL,33858,Web,04/17/2015,04/17/2015,"Debt Recovery Solutions, LLC",Closed with explanation,Yes,
1335317,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,11426,Web,04/17/2015,04/17/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1335208,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,NV,,Web,04/17/2015,04/17/2015,Navy FCU,In progress,Yes,
1335184,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TN,37167,Web,04/17/2015,04/17/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
1336074,Credit card,,Credit card protection / Debt protection,,TX,78230,Web,04/17/2015,04/18/2015,Navy FCU,In progress,Yes,
1335628,Debt collection,Medical,Improper contact or sharing of info,Contacted me after I asked not to,TX,77550,Web,04/17/2015,04/17/2015,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,
1335909,Debt collection,Mortgage,Taking/threatening an illegal action,Sued w/o proper notification of suit,TN,38107,Referral,04/17/2015,04/20/2015,Flagstar Bank,Closed with explanation,Yes,
1335768,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,WI,54301,Web,04/17/2015,04/17/2015,Flagstar Bank,In progress,Yes,
1334345,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,CA,92625,Web,04/17/2015,04/17/2015,"Amsher Collection Services, Inc.",In progress,Yes,
1336117,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,MA,02169,Web,04/17/2015,04/18/2015,"Lustig, Glaser & Wilson, P.C.",Closed with explanation,Yes,
1334369,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,KY,40229,Web,04/17/2015,04/17/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1336124,Mortgage,Other mortgage,"Application, originator, mortgage broker",,FL,32327,Web,04/17/2015,04/18/2015,Consumer Real Estate Finance Co.,Closed with explanation,Yes,
1332597,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,33194,Web,04/16/2015,04/16/2015,Arbor Residential Mortgage LLC,Closed,Yes,
1332537,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,FL,34761,Web,04/16/2015,04/16/2015,Transworld Systems Inc.,Closed with explanation,Yes,
1332676,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,GA,30028,Web,04/16/2015,04/16/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1332533,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NJ,07003,Web,04/16/2015,04/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1332516,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,GA,30188,Phone,04/16/2015,04/20/2015,Flagstar Bank,In progress,Yes,
1332482,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,NV,89447,Web,04/16/2015,04/16/2015,Central Portfolio Control Inc.,Closed with explanation,Yes,
1332478,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,75106,Web,04/16/2015,04/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1332808,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,MA,01930,Referral,04/16/2015,04/20/2015,Vanderbilt Mortgage & Finance,Closed with explanation,Yes,
1334465,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,ID,83651,Web,04/16/2015,04/17/2015,"CDI Affiliated Services, Inc.",Closed with explanation,Yes,
1333395,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,AZ,85024,Web,04/16/2015,04/16/2015,R & B Corporation of Virginia,Closed with explanation,Yes,
1332788,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,GA,30228,Web,04/16/2015,04/16/2015,"PDQ Services, Inc.",Closed with non-monetary relief,Yes,
1332711,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,NY,11780,Web,04/16/2015,04/16/2015,"Gold Key Credit, Inc.",Closed with explanation,Yes,
1333269,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,VA,24017,Web,04/16/2015,04/16/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1332849,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,77063,Web,04/16/2015,04/16/2015,Southern Management Systems Inc.,Closed with explanation,Yes,
1333253,Consumer loan,Vehicle loan,Problems when you are unable to pay,,AZ,85143,Web,04/16/2015,04/16/2015,DriveTime,Closed with explanation,Yes,
1332949,Debt collection,,Communication tactics,Frequent or repeated calls,OR,97462,Web,04/16/2015,04/16/2015,"National Enterprise Systems, Inc.",Closed with explanation,Yes,
1332886,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,OH,44067,Web,04/16/2015,04/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1333202,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,TN,38017,Web,04/16/2015,04/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1333085,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CO,80004,Web,04/16/2015,04/16/2015,Forest Recovery Services LLC,Closed with explanation,Yes,
1333068,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NJ,07652,Referral,04/16/2015,04/20/2015,Transworld Systems Inc.,In progress,Yes,
1333017,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,AZ,85142,Web,04/16/2015,04/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1333174,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OR,97232,Web,04/16/2015,04/16/2015,"Bayview Loan Servicing, LLC",In progress,Yes,
1333099,Debt collection,Medical,False statements or representation,Impersonated an attorney or official,KS,66203,Web,04/16/2015,04/16/2015,"H. Kent Hollins, Attorney at Law, P.A",Closed with explanation,Yes,
1333157,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,MN,55065,Web,04/16/2015,04/16/2015,Como Law Firm P.A.,Closed with explanation,Yes,
1333101,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,MA,01850,Web,04/16/2015,04/16/2015,"ONLINE Information Services, Inc.",Closed with explanation,Yes,
1334147,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,11221,Web,04/16/2015,04/16/2015,"Mercantile Adjustment Bureau, LLC",Closed with explanation,Yes,
1333776,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,NM,87121,Web,04/16/2015,04/16/2015,"Diversified Consultants, Inc.",Closed with explanation,Yes,
1333594,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,OR,97219,Web,04/16/2015,04/16/2015,Ally Financial Inc.,In progress,Yes,
1333410,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt resulted from identity theft,TX,76137,Web,04/16/2015,04/16/2015,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,
1333830,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,CA,95206,Web,04/16/2015,04/16/2015,Flagstar Bank,Closed with explanation,Yes,Yes
1333789,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,TN,38120,Web,04/16/2015,04/16/2015,"I.C. System, Inc.",Closed with explanation,Yes,
1333778,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,MD,20747,Web,04/16/2015,04/16/2015,Zwicker & Associates,Closed with non-monetary relief,Yes,
1333869,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,TN,38017,Web,04/16/2015,04/16/2015,"Bayview Loan Servicing, LLC",In progress,Yes,
1333864,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,GA,30030,Web,04/16/2015,04/16/2015,Seterus,Closed with explanation,Yes,
1334134,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,GA,30294,Web,04/16/2015,04/16/2015,"Green Trust Cash, LLC",Closed with monetary relief,Yes,
1333906,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,33056,Web,04/16/2015,04/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
1333924,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,MD,20874,Web,04/16/2015,04/16/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1333981,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,TX,77089,Web,04/16/2015,04/16/2015,"I.C. System, Inc.",Closed with explanation,Yes,
1334093,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,TX,79424,Web,04/16/2015,04/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1334011,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,GA,30815,Web,04/16/2015,04/16/2015,Flagstar Bank,In progress,Yes,
1333985,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,33460,Web,04/16/2015,04/16/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1334443,Money transfers,International money transfer,Money was not available when promised,,GA,31401,Web,04/16/2015,04/17/2015,MoneyGram,In progress,Yes,
1334400,Debt collection,Payday loan,Disclosure verification of debt,Right to dispute notice not received,TX,75069,Web,04/16/2015,04/17/2015,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,
1332387,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,WA,98371,Referral,04/16/2015,04/20/2015,Quality Loan Service Corporation,Closed with explanation,Yes,
1334339,Consumer loan,Vehicle loan,Problems when you are unable to pay,,NY,11545,Web,04/16/2015,04/16/2015,Ally Financial Inc.,In progress,Yes,
1332473,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,MI,48184,Web,04/16/2015,04/16/2015,Flagstar Bank,In progress,Yes,
1334429,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,MT,59041,Web,04/16/2015,04/17/2015,"LTD Financial Services, L.P.",Closed with non-monetary relief,Yes,
1334402,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,TX,75069,Web,04/16/2015,04/17/2015,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,
1335731,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,TX,77471,Web,04/16/2015,04/17/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
1335770,Debt collection,,Communication tactics,Frequent or repeated calls,CT,06002,Web,04/16/2015,04/17/2015,"Praxis Financial Solutions, Incorporated",Closed with explanation,Yes,
1330535,Bank account or service,Checking account,"Account opening, closing, or management",,CA,92011,Web,04/15/2015,04/15/2015,Wells Fargo,Closed with explanation,Yes,Yes
1330604,Credit reporting,,Incorrect information on credit report,Public record,NC,27407,Web,04/15/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1330600,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,PR,00693,Phone,04/15/2015,04/17/2015,Transworld Systems Inc.,In progress,Yes,
1330572,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,MI,48430,Phone,04/15/2015,04/17/2015,Flagstar Bank,In progress,Yes,
1330560,Credit reporting,,Incorrect information on credit report,Account status,ID,83221,Web,04/15/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1330556,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,PA,17569,Web,04/15/2015,04/15/2015,"Credit Bureau of Lancaster County, Inc.",Closed with explanation,Yes,Yes
1330540,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,CA,92625,Web,04/15/2015,04/15/2015,"Southwest Credit Systems, L.P.",In progress,Yes,
